Type,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Gender,Senior_Citizen,Partner,Dependents,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Year,Month,Day,dow
month-to-month,no,electronic check,64.2,475.0,male,1,yes,no,yes,dsl,yes,yes,no,yes,no,no,2019,7,1,0
month-to-month,yes,electronic check,64.35,352.65,female,0,no,no,no,dsl,yes,no,no,yes,yes,no,2019,9,1,6
month-to-month,no,bank transfer,73.25,1195.75,female,0,yes,yes,no,fiber optic,no,yes,no,no,no,no,2018,10,1,0
one year,yes,mailed check,65.9,660.05,female,0,yes,yes,no,dsl,no,yes,yes,no,no,yes,2019,4,1,0
two year,no,bank transfer,59.75,4265.0,female,0,no,no,yes,dsl,yes,yes,no,no,no,no,2014,2,1,5
one year,yes,bank transfer,94.0,4905.75,male,1,no,no,no,fiber optic,no,no,yes,no,yes,yes,2015,11,1,6
two year,yes,credit card,116.1,7839.85,male,1,no,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,7,1,1
month-to-month,yes,electronic check,69.3,1813.1,female,1,yes,no,no,fiber optic,no,no,no,no,no,no,2018,1,1,0
month-to-month,no,mailed check,81.3,3541.1,female,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,no,2016,5,1,6
month-to-month,no,electronic check,85.15,2555.9,female,0,no,no,no,fiber optic,no,no,no,yes,yes,no,2017,7,1,5
month-to-month,no,electronic check,90.6,1020.2,male,0,yes,yes,no,fiber optic,no,no,no,no,yes,yes,2019,3,1,4
month-to-month,yes,mailed check,81.0,1683.7,female,0,yes,no,no,fiber optic,no,no,yes,yes,no,no,2018,6,1,4
two year,no,credit card,114.3,8244.3,male,0,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,4,1,1
one year,yes,bank transfer,104.4,6721.6,female,0,yes,yes,yes,fiber optic,yes,no,no,yes,yes,yes,2014,10,1,2
two year,yes,credit card,19.55,1218.65,male,0,no,no,no,no,no,no,no,no,no,no,2014,9,1,0
one year,no,electronic check,64.75,4039.5,female,0,no,no,yes,dsl,yes,no,yes,yes,no,no,2015,2,1,6
two year,no,bank transfer,21.45,705.45,male,0,no,no,no,no,no,no,no,no,no,no,2017,3,1,2
one year,no,bank transfer,85.85,3003.55,female,0,no,no,no,dsl,yes,yes,yes,yes,yes,yes,2017,2,1,2
month-to-month,yes,mailed check,89.85,244.45,male,0,no,no,no,fiber optic,no,no,yes,yes,yes,no,2019,11,1,4
two year,no,bank transfer,99.45,3109.9,male,0,no,no,no,fiber optic,no,no,yes,yes,yes,yes,2017,7,1,5
month-to-month,yes,credit card,19.4,460.25,male,0,no,no,no,no,no,no,no,no,no,no,2017,11,1,2
month-to-month,yes,credit card,79.2,3233.85,female,1,no,no,no,fiber optic,yes,yes,no,no,no,no,2016,9,1,3
month-to-month,no,electronic check,80.35,1747.2,male,0,no,yes,yes,fiber optic,yes,no,no,no,no,no,2018,5,1,1
month-to-month,no,mailed check,66.3,1559.45,female,0,yes,no,yes,dsl,yes,yes,yes,no,no,no,2018,2,1,3
one year,yes,bank transfer,88.4,5798.3,male,0,yes,no,yes,fiber optic,no,yes,no,no,yes,no,2014,7,1,1
month-to-month,yes,credit card,54.5,568.2,male,0,no,no,yes,dsl,yes,no,no,no,no,no,2019,4,1,0
month-to-month,no,bank transfer,70.7,553.4,male,0,no,no,no,fiber optic,no,no,no,no,no,no,2019,6,1,5
month-to-month,no,mailed check,18.95,110.15,male,0,no,no,no,no,no,no,no,no,no,no,2019,8,1,3
two year,no,mailed check,19.9,1292.6,male,0,yes,yes,no,no,no,no,no,no,no,no,2014,9,1,0
two year,yes,credit card,84.5,6130.85,male,0,yes,yes,yes,fiber optic,no,no,no,no,no,yes,2014,2,1,5
two year,yes,credit card,90.95,5930.05,female,0,no,yes,yes,fiber optic,yes,no,yes,yes,no,no,2014,8,1,4
two year,no,bank transfer,91.7,6075.9,male,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes,2014,8,1,4
one year,yes,electronic check,103.1,4889.3,male,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes,2016,3,1,1
month-to-month,yes,credit card,20.7,83.75,male,0,no,no,no,no,no,no,no,no,no,no,2019,10,1,1
two year,no,mailed check,19.6,397.0,male,0,no,yes,no,no,no,no,no,no,no,no,2018,5,1,1
month-to-month,yes,electronic check,74.6,1797.75,female,0,yes,no,no,fiber optic,no,no,yes,no,no,no,2018,1,1,0
two year,no,mailed check,24.9,1859.2,female,0,yes,yes,yes,no,no,no,no,no,no,no,2014,2,1,5
month-to-month,yes,credit card,94.8,3565.65,female,0,no,no,no,fiber optic,no,yes,no,no,yes,yes,2017,2,1,2
month-to-month,no,electronic check,83.25,1611.15,male,0,yes,yes,no,dsl,yes,no,yes,yes,yes,yes,2018,8,1,2
month-to-month,no,mailed check,75.1,1151.55,male,0,yes,yes,no,fiber optic,yes,no,no,no,no,no,2018,11,1,3
month-to-month,no,electronic check,75.0,632.95,male,0,yes,no,no,fiber optic,yes,no,no,no,no,no,2019,5,1,2
month-to-month,yes,bank transfer,85.65,659.45,male,0,yes,no,yes,fiber optic,no,no,no,no,no,yes,2019,6,1,5
one year,no,bank transfer,65.25,3529.95,male,1,no,no,no,dsl,no,no,yes,yes,no,yes,2015,8,1,5
one year,no,credit card,56.1,2386.85,male,0,yes,no,yes,dsl,yes,no,no,no,no,no,2016,8,1,0
two year,yes,bank transfer,25.0,332.5,female,0,yes,yes,yes,no,no,no,no,no,no,no,2019,1,1,1
two year,yes,credit card,25.15,1683.6,female,0,no,no,yes,no,no,no,no,no,no,no,2014,8,1,4
one year,yes,credit card,81.2,4965.1,female,0,yes,no,yes,fiber optic,no,no,no,yes,no,no,2014,11,1,5
two year,no,bank transfer,80.6,5708.2,male,0,no,no,yes,dsl,yes,yes,yes,yes,no,yes,2014,3,1,5
month-to-month,no,credit card,20.45,330.8,female,0,yes,no,no,no,no,no,no,no,no,no,2018,11,1,3
month-to-month,yes,electronic check,21.2,222.65,female,0,no,no,no,no,no,no,no,no,no,no,2019,4,1,0
month-to-month,no,mailed check,20.1,39.8,female,0,no,no,no,no,no,no,no,no,no,no,2019,12,1,6
two year,no,bank transfer,25.05,369.1,female,0,no,no,yes,no,no,no,no,no,no,no,2018,11,1,3
one year,no,electronic check,110.5,5835.5,female,0,yes,no,no,fiber optic,yes,yes,yes,yes,yes,yes,2015,9,1,1
one year,no,mailed check,19.65,708.8,female,0,yes,yes,no,no,no,no,no,no,no,no,2017,3,1,2
month-to-month,yes,electronic check,90.25,3838.75,female,1,no,no,yes,fiber optic,no,yes,no,no,yes,no,2016,7,1,4
two year,yes,electronic check,115.5,8425.15,female,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,2,1,5
month-to-month,yes,electronic check,116.5,6382.55,male,1,no,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2015,7,1,2
one year,yes,bank transfer,70.85,4738.85,female,1,yes,no,yes,dsl,no,yes,yes,no,yes,no,2014,8,1,4
month-to-month,yes,electronic check,94.75,2293.6,female,1,no,no,no,fiber optic,no,yes,no,no,yes,yes,2018,2,1,3
month-to-month,no,credit card,56.6,2379.1,female,0,yes,no,yes,dsl,no,yes,no,no,no,no,2016,10,1,5
one year,no,mailed check,19.6,422.5,male,0,no,no,no,no,no,no,no,no,no,no,2018,4,1,6
month-to-month,yes,bank transfer,76.85,4275.75,female,1,yes,no,yes,fiber optic,no,no,no,yes,no,no,2015,6,1,0
two year,yes,bank transfer,107.4,7748.75,female,1,no,no,yes,fiber optic,yes,yes,yes,yes,no,yes,2014,2,1,5
two year,yes,bank transfer,24.25,1424.6,male,0,yes,yes,yes,no,no,no,no,no,no,no,2014,12,1,0
two year,yes,bank transfer,115.05,8016.6,male,1,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,3,1,5
month-to-month,yes,mailed check,59.85,2341.5,female,0,yes,yes,no,dsl,no,no,yes,no,yes,no,2016,11,1,1
one year,yes,electronic check,103.95,5231.3,male,0,yes,no,yes,fiber optic,yes,no,yes,no,yes,yes,2015,12,1,1
one year,yes,credit card,84.25,4589.85,female,0,no,no,yes,fiber optic,yes,no,yes,no,no,no,2015,7,1,2
month-to-month,yes,electronic check,89.25,487.05,female,0,no,no,no,fiber optic,no,no,yes,yes,no,yes,2019,8,1,3
two year,no,credit card,68.75,4888.2,female,0,yes,yes,no,dsl,yes,yes,yes,no,no,yes,2014,2,1,5
two year,no,credit card,108.5,6991.9,male,1,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2014,11,1,5
one year,no,bank transfer,25.45,1699.15,male,0,no,no,yes,no,no,no,no,no,no,no,2014,8,1,4
two year,no,mailed check,19.55,1245.6,male,0,yes,yes,no,no,no,no,no,no,no,no,2014,11,1,5
month-to-month,yes,electronic check,21.15,306.05,male,0,yes,yes,no,no,no,no,no,no,no,no,2019,2,1,4
month-to-month,no,mailed check,60.2,563.5,male,0,yes,yes,no,dsl,no,no,yes,no,yes,no,2019,4,1,0
two year,no,credit card,81.35,4060.9,male,1,no,no,yes,dsl,yes,yes,yes,yes,no,yes,2016,1,1,4
one year,no,credit card,54.75,3425.35,female,0,yes,yes,no,dsl,yes,no,yes,no,no,no,2014,12,1,0
month-to-month,no,bank transfer,19.5,146.3,female,0,yes,no,no,no,no,no,no,no,no,no,2019,7,1,0
month-to-month,yes,electronic check,90.05,4931.8,male,1,no,no,yes,fiber optic,no,yes,no,no,no,yes,2015,8,1,5
month-to-month,yes,bank transfer,105.35,3465.05,female,1,no,yes,yes,fiber optic,no,yes,yes,no,yes,yes,2017,5,1,0
two year,no,credit card,86.55,5632.55,male,0,no,no,yes,dsl,no,yes,yes,yes,yes,yes,2014,10,1,2
month-to-month,yes,bank transfer,99.1,6496.15,male,1,no,no,no,fiber optic,no,yes,yes,no,yes,yes,2014,9,1,0
one year,yes,credit card,99.65,7181.25,female,1,no,no,yes,fiber optic,yes,yes,no,yes,yes,no,2014,3,1,5
two year,yes,credit card,21.1,490.65,female,0,yes,yes,no,no,no,no,no,no,no,no,2018,2,1,3
two year,yes,mailed check,111.15,7737.55,female,0,no,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2014,4,1,1
month-to-month,yes,mailed check,20.3,20.3,female,0,no,no,no,no,no,no,no,no,no,no,2019,12,1,6
one year,no,credit card,19.85,183.15,male,1,yes,no,no,no,no,no,no,no,no,no,2019,5,1,2
one year,no,mailed check,19.5,225.85,male,0,no,no,no,no,no,no,no,no,no,no,2019,4,1,0
month-to-month,no,electronic check,45.1,45.1,male,1,no,no,no,dsl,no,no,no,no,no,no,2019,12,1,6
one year,yes,credit card,79.3,2427.1,female,0,no,no,yes,dsl,yes,no,yes,no,yes,yes,2017,8,1,1
month-to-month,no,mailed check,44.0,659.35,male,0,no,yes,no,dsl,no,no,no,no,no,no,2019,1,1,1
month-to-month,yes,electronic check,74.35,265.35,male,0,no,no,yes,fiber optic,no,no,no,no,no,no,2019,9,1,6
one year,no,mailed check,20.0,211.95,female,0,no,no,no,no,no,no,no,no,no,no,2019,3,1,4
two year,no,mailed check,113.95,6891.4,female,0,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,12,1,0
month-to-month,yes,electronic check,94.05,811.65,male,0,no,no,no,fiber optic,no,no,yes,no,yes,yes,2019,5,1,2
two year,no,bank transfer,104.05,7413.55,female,1,no,no,yes,fiber optic,no,no,yes,no,yes,yes,2014,3,1,5
one year,no,credit card,100.35,5681.1,male,0,yes,no,yes,fiber optic,no,no,yes,no,yes,yes,2015,4,1,2
two year,no,bank transfer,24.75,1777.6,male,0,no,no,yes,no,no,no,no,no,no,no,2014,2,1,5
month-to-month,no,mailed check,45.25,428.7,female,0,no,no,no,dsl,no,no,no,no,no,no,2019,4,1,0
month-to-month,yes,electronic check,56.2,1093.4,female,0,no,no,no,dsl,no,no,no,no,no,yes,2018,7,1,6
one year,no,credit card,76.75,4541.9,male,0,yes,yes,no,dsl,no,yes,yes,yes,yes,yes,2015,3,1,6
month-to-month,yes,mailed check,69.9,3883.3,male,0,no,no,no,dsl,yes,yes,no,yes,yes,no,2015,8,1,5
two year,no,electronic check,25.25,1108.2,female,0,yes,no,yes,no,no,no,no,no,no,no,2016,8,1,0
two year,no,credit card,111.8,5443.65,male,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,2016,2,1,0
month-to-month,yes,electronic check,63.95,2737.05,female,0,no,yes,no,dsl,yes,yes,no,no,no,yes,2016,7,1,4
two year,yes,credit card,88.85,6132.7,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,6,1,6
month-to-month,yes,electronic check,79.8,1001.2,female,0,no,no,yes,fiber optic,yes,no,no,no,no,no,2019,2,1,4
month-to-month,yes,electronic check,75.1,1013.35,male,1,yes,no,yes,fiber optic,no,no,no,no,no,no,2018,12,1,5
two year,yes,bank transfer,106.3,7565.35,male,0,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes,2014,2,1,5
one year,no,mailed check,56.1,946.95,male,0,no,no,no,dsl,yes,yes,no,no,no,no,2018,9,1,5
month-to-month,yes,electronic check,105.65,4284.8,male,1,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes,2016,10,1,5
month-to-month,yes,electronic check,106.4,2483.5,male,1,no,no,yes,fiber optic,no,yes,yes,no,yes,yes,2018,2,1,3
month-to-month,yes,electronic check,101.5,906.85,male,0,yes,yes,no,fiber optic,no,yes,no,yes,yes,yes,2019,5,1,2
month-to-month,yes,mailed check,69.55,284.9,male,0,yes,yes,no,fiber optic,no,no,no,no,no,no,2019,10,1,1
month-to-month,yes,credit card,104.5,3684.95,female,0,yes,yes,yes,fiber optic,yes,no,yes,no,yes,yes,2017,2,1,2
two year,yes,bank transfer,84.9,6065.3,female,0,yes,no,yes,dsl,yes,no,yes,yes,yes,yes,2014,2,1,5
two year,no,mailed check,20.05,1090.1,female,0,yes,yes,no,no,no,no,no,no,no,no,2015,6,1,0
month-to-month,yes,mailed check,85.95,514.6,female,0,no,no,no,fiber optic,no,yes,no,no,no,yes,2019,8,1,3
one year,no,bank transfer,103.0,5166.2,female,1,no,no,yes,fiber optic,yes,yes,yes,yes,no,yes,2016,1,1,4
month-to-month,no,mailed check,19.75,311.6,male,0,no,no,no,no,no,no,no,no,no,no,2018,11,1,3
two year,yes,mailed check,19.65,451.55,female,0,yes,yes,no,no,no,no,no,no,no,no,2018,3,1,3
two year,no,electronic check,80.6,4299.95,female,0,no,no,no,dsl,yes,no,yes,yes,yes,yes,2015,8,1,5
two year,no,bank transfer,81.85,5924.4,female,0,yes,no,no,dsl,yes,no,yes,yes,yes,yes,2014,3,1,5
month-to-month,yes,electronic check,49.8,1734.2,male,0,no,no,no,dsl,no,yes,no,no,no,no,2017,4,1,5
two year,no,electronic check,22.95,1014.25,female,0,yes,yes,yes,no,no,no,no,no,no,no,2016,8,1,0
two year,no,credit card,19.6,125.0,male,0,yes,yes,no,no,no,no,no,no,no,no,2019,6,1,5
month-to-month,yes,credit card,73.15,2730.85,male,0,no,no,yes,fiber optic,no,no,no,no,no,no,2016,11,1,1
month-to-month,no,mailed check,19.85,51.6,male,0,no,no,no,no,no,no,no,no,no,no,2019,12,1,6
one year,yes,electronic check,106.8,5347.95,female,1,no,no,yes,fiber optic,no,yes,no,yes,yes,yes,2015,12,1,1
two year,yes,credit card,97.7,6869.7,female,0,yes,no,yes,fiber optic,no,yes,no,no,yes,yes,2014,2,1,5
month-to-month,yes,electronic check,66.85,458.1,female,0,no,no,no,dsl,no,no,no,no,yes,yes,2019,7,1,0
month-to-month,yes,electronic check,94.1,701.3,male,0,no,no,yes,fiber optic,no,no,no,no,yes,yes,2019,7,1,0
two year,no,mailed check,20.6,1286.0,female,0,yes,yes,no,no,no,no,no,no,no,no,2015,3,1,6
two year,no,bank transfer,23.75,1679.25,female,0,yes,yes,yes,no,no,no,no,no,no,no,2014,2,1,5
one year,yes,electronic check,93.55,3055.5,male,1,yes,no,no,fiber optic,yes,yes,no,yes,no,yes,2017,5,1,0
two year,no,mailed check,19.7,452.55,female,0,yes,yes,no,no,no,no,no,no,no,no,2018,2,1,3
two year,no,credit card,20.9,689.35,female,0,no,no,no,no,no,no,no,no,no,no,2017,7,1,5
two year,yes,credit card,94.8,6859.05,female,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes,2014,4,1,1
month-to-month,no,bank transfer,50.25,593.75,male,0,no,no,no,dsl,no,no,no,yes,no,no,2019,1,1,1
one year,no,credit card,71.4,4487.3,male,0,yes,yes,no,dsl,yes,no,yes,yes,no,yes,2014,12,1,0
one year,no,bank transfer,20.5,79.05,female,0,yes,no,no,no,no,no,no,no,no,no,2019,10,1,1
month-to-month,no,electronic check,90.8,4921.2,female,0,no,no,yes,fiber optic,yes,yes,yes,no,no,no,2015,9,1,1
month-to-month,no,electronic check,90.95,2897.95,female,1,no,no,no,fiber optic,no,no,no,no,yes,yes,2017,6,1,3
one year,no,mailed check,20.65,1022.95,female,0,no,no,no,no,no,no,no,no,no,no,2015,10,1,3
one year,no,mailed check,19.9,533.5,female,0,yes,yes,no,no,no,no,no,no,no,no,2018,2,1,3
two year,yes,bank transfer,93.25,6688.95,female,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
month-to-month,no,credit card,80.45,1137.05,female,0,yes,yes,yes,dsl,no,yes,no,yes,yes,yes,2018,12,1,5
one year,no,mailed check,80.9,1714.95,female,0,yes,no,no,dsl,yes,no,yes,yes,yes,yes,2018,5,1,1
two year,no,electronic check,83.2,6126.1,male,0,yes,no,yes,dsl,yes,no,yes,yes,yes,yes,2014,3,1,5
month-to-month,no,electronic check,60.35,1404.65,male,0,yes,yes,yes,dsl,no,no,no,no,yes,no,2018,1,1,0
month-to-month,yes,bank transfer,20.3,470.6,female,0,no,no,no,no,no,no,no,no,no,no,2018,3,1,3
month-to-month,yes,electronic check,49.2,571.15,male,0,yes,yes,no,dsl,yes,no,no,no,no,no,2019,2,1,4
two year,no,credit card,77.3,5498.2,male,0,yes,no,yes,dsl,yes,no,yes,yes,no,yes,2014,4,1,1
two year,no,bank transfer,114.55,8306.05,male,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,yes,bank transfer,26.0,2006.95,female,0,yes,no,yes,no,no,no,no,no,no,no,2014,4,1,1
month-to-month,yes,credit card,80.0,1706.45,female,0,yes,no,no,fiber optic,no,no,no,no,yes,no,2018,4,1,6
month-to-month,yes,mailed check,90.35,434.5,male,0,yes,yes,no,fiber optic,yes,no,yes,no,no,yes,2019,9,1,6
one year,yes,bank transfer,108.75,7493.05,female,0,yes,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,2014,5,1,3
two year,no,mailed check,20.0,833.55,female,0,yes,yes,no,no,no,no,no,no,no,no,2016,8,1,0
two year,yes,electronic check,100.4,4303.65,female,0,yes,yes,no,fiber optic,no,no,yes,yes,yes,yes,2016,8,1,0
month-to-month,yes,mailed check,55.75,266.95,male,0,no,no,no,dsl,yes,no,no,yes,no,no,2019,9,1,6
two year,yes,bank transfer,86.4,6058.95,female,0,yes,no,yes,dsl,yes,yes,no,yes,yes,yes,2014,2,1,5
two year,no,mailed check,25.0,1004.35,male,0,no,yes,yes,no,no,no,no,no,no,no,2016,11,1,1
one year,yes,electronic check,60.25,1258.35,female,0,no,no,no,dsl,yes,no,yes,yes,no,no,2018,5,1,1
month-to-month,no,mailed check,61.0,2130.45,male,0,yes,no,no,dsl,yes,yes,yes,no,no,no,2017,3,1,2
two year,yes,credit card,69.15,2490.15,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,no,no,2017,3,1,2
month-to-month,yes,credit card,73.3,828.05,male,1,no,no,yes,fiber optic,no,no,no,no,no,no,2019,2,1,4
month-to-month,yes,mailed check,56.7,1652.95,female,0,no,no,no,dsl,yes,yes,no,no,no,no,2017,11,1,2
two year,no,bank transfer,25.0,1738.9,male,0,yes,yes,yes,no,no,no,no,no,no,no,2014,2,1,5
one year,no,bank transfer,89.45,5692.65,male,0,yes,no,yes,fiber optic,yes,yes,yes,no,no,no,2014,10,1,2
two year,no,bank transfer,20.5,1500.95,female,0,yes,yes,no,no,no,no,no,no,no,no,2014,3,1,5
month-to-month,no,electronic check,51.2,498.25,female,0,no,no,no,dsl,no,yes,no,no,no,no,2019,4,1,0
one year,yes,credit card,79.05,5552.5,male,0,no,no,yes,fiber optic,no,yes,no,no,no,no,2014,3,1,5
two year,yes,electronic check,59.75,3996.8,female,0,yes,yes,no,dsl,yes,no,no,no,yes,no,2014,8,1,4
two year,no,credit card,19.95,1399.35,male,0,no,no,no,no,no,no,no,no,no,no,2014,5,1,3
two year,no,bank transfer,26.45,1110.05,male,0,no,no,yes,no,no,no,no,no,no,no,2016,7,1,4
two year,no,credit card,24.85,1871.85,female,0,yes,no,yes,no,no,no,no,no,no,no,2014,2,1,5
one year,no,bank transfer,19.45,1336.35,female,0,no,no,no,no,no,no,no,no,no,no,2015,1,1,3
month-to-month,yes,bank transfer,44.65,322.5,male,0,no,no,no,dsl,no,no,no,no,no,no,2019,7,1,0
month-to-month,yes,electronic check,84.7,392.5,female,1,no,no,no,fiber optic,no,yes,no,no,yes,no,2019,9,1,6
month-to-month,no,credit card,21.1,385.55,male,0,no,no,no,no,no,no,no,no,no,no,2018,9,1,5
one year,no,mailed check,19.4,997.75,male,0,yes,yes,no,no,no,no,no,no,no,no,2015,11,1,6
month-to-month,no,credit card,59.9,287.85,female,1,no,no,no,dsl,yes,yes,no,yes,no,no,2019,9,1,6
month-to-month,yes,electronic check,77.0,237.75,male,1,no,no,yes,fiber optic,no,no,no,no,no,no,2019,10,1,1
one year,yes,bank transfer,53.85,3399.85,female,0,yes,yes,yes,dsl,no,yes,no,no,no,no,2014,10,1,2
two year,yes,bank transfer,116.05,6925.9,female,1,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2015,2,1,6
month-to-month,yes,credit card,68.9,1370.35,female,0,no,no,yes,dsl,no,yes,no,yes,no,yes,2018,6,1,4
two year,yes,electronic check,115.55,8425.3,male,0,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,no,credit card,107.45,7658.3,female,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,2014,2,1,5
month-to-month,yes,electronic check,90.4,356.65,male,0,no,no,no,fiber optic,no,no,yes,yes,no,yes,2019,10,1,1
one year,yes,electronic check,93.15,5253.95,male,0,yes,no,yes,fiber optic,yes,yes,yes,no,no,no,2015,6,1,0
month-to-month,yes,electronic check,70.5,597.9,male,0,no,no,no,fiber optic,no,no,no,no,no,no,2019,5,1,2
one year,no,electronic check,95.7,1184.0,male,0,no,no,no,fiber optic,no,no,yes,no,yes,yes,2019,2,1,4
one year,no,credit card,24.15,800.3,female,0,yes,yes,yes,no,no,no,no,no,no,no,2017,5,1,0
month-to-month,yes,mailed check,50.45,50.45,female,0,no,no,no,dsl,no,no,yes,no,no,no,2019,12,1,6
two year,no,credit card,19.85,1328.35,female,0,yes,no,no,no,no,no,no,no,no,no,2014,4,1,1
two year,yes,bank transfer,24.65,1138.8,female,0,yes,yes,yes,no,no,no,no,no,no,no,2016,5,1,6
one year,yes,bank transfer,94.4,2638.1,female,0,no,no,no,fiber optic,no,no,no,yes,yes,yes,2017,8,1,1
month-to-month,yes,mailed check,19.4,168.65,male,0,no,no,no,no,no,no,no,no,no,no,2019,7,1,0
two year,yes,mailed check,76.45,4519.5,female,0,yes,yes,yes,dsl,yes,no,yes,yes,yes,no,2015,3,1,6
two year,yes,bank transfer,110.45,7982.5,female,0,yes,no,yes,fiber optic,no,yes,yes,yes,yes,yes,2014,2,1,5
two year,yes,electronic check,75.5,5229.45,female,0,yes,yes,yes,dsl,yes,no,no,no,yes,yes,2014,7,1,1
two year,no,electronic check,73.6,3522.65,male,0,yes,no,no,dsl,no,yes,yes,no,yes,yes,2016,3,1,1
month-to-month,yes,electronic check,61.3,249.4,male,0,no,no,no,dsl,no,no,no,yes,yes,no,2019,10,1,1
month-to-month,yes,electronic check,104.15,2494.65,female,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes,2018,2,1,3
two year,no,mailed check,19.85,144.15,female,0,yes,yes,no,no,no,no,no,no,no,no,2019,7,1,0
month-to-month,yes,electronic check,20.05,299.3,male,0,no,no,no,no,no,no,no,no,no,no,2018,12,1,5
month-to-month,yes,electronic check,75.15,525.0,female,0,no,no,no,fiber optic,no,no,yes,no,no,no,2019,7,1,0
one year,no,credit card,20.15,785.75,male,0,no,no,no,no,no,no,no,no,no,no,2017,1,1,6
month-to-month,yes,bank transfer,69.75,3557.7,female,0,yes,yes,no,fiber optic,no,no,no,no,no,no,2015,12,1,1
month-to-month,no,mailed check,19.65,19.65,female,0,no,no,no,no,no,no,no,no,no,no,2019,12,1,6
one year,yes,bank transfer,104.65,2964.0,male,1,no,no,yes,fiber optic,no,yes,no,yes,yes,yes,2017,11,1,2
one year,yes,credit card,71.1,4299.2,female,0,no,no,yes,dsl,yes,yes,yes,yes,no,no,2015,4,1,2
one year,no,mailed check,26.4,314.95,male,0,yes,yes,yes,no,no,no,no,no,no,no,2019,2,1,4
two year,no,bank transfer,78.45,5682.25,female,1,yes,no,yes,dsl,yes,yes,yes,yes,no,yes,2014,2,1,5
month-to-month,yes,electronic check,89.8,914.3,male,1,yes,no,yes,fiber optic,no,no,yes,no,no,yes,2019,3,1,4
two year,yes,credit card,66.5,4811.6,male,0,yes,yes,yes,dsl,yes,no,yes,yes,no,no,2014,2,1,5
month-to-month,yes,electronic check,50.1,484.05,male,0,no,yes,no,dsl,no,yes,no,no,no,no,2019,5,1,2
two year,no,bank transfer,81.65,3618.7,female,0,no,no,no,dsl,yes,no,yes,yes,yes,yes,2016,5,1,6
two year,no,credit card,19.45,1225.65,female,0,yes,no,no,no,no,no,no,no,no,no,2014,10,1,2
one year,no,credit card,80.3,5017.7,male,1,yes,no,no,fiber optic,yes,no,yes,no,no,no,2014,10,1,2
two year,no,credit card,24.35,1423.85,female,0,no,no,yes,no,no,no,no,no,no,no,2015,4,1,2
two year,no,credit card,86.05,6309.65,male,0,no,no,yes,dsl,yes,yes,no,yes,yes,yes,2014,2,1,5
month-to-month,yes,electronic check,101.0,4388.4,male,1,yes,no,yes,fiber optic,no,yes,no,no,yes,yes,2016,6,1,2
month-to-month,yes,electronic check,69.6,69.6,female,1,no,no,no,fiber optic,no,no,no,no,no,no,2019,12,1,6
one year,yes,electronic check,100.3,6754.35,male,0,yes,no,no,fiber optic,no,yes,no,yes,yes,yes,2014,6,1,6
month-to-month,yes,credit card,101.15,3956.7,male,0,yes,yes,yes,fiber optic,no,no,yes,no,yes,yes,2016,12,1,3
two year,no,mailed check,20.3,1079.05,female,0,yes,yes,no,no,no,no,no,no,no,no,2015,7,1,2
one year,no,electronic check,59.4,1952.8,female,0,no,no,yes,dsl,yes,no,no,yes,no,no,2017,5,1,0
month-to-month,yes,electronic check,100.6,5611.7,female,0,yes,yes,yes,fiber optic,no,yes,no,no,yes,yes,2015,5,1,4
month-to-month,no,mailed check,20.05,284.3,female,0,yes,yes,no,no,no,no,no,no,no,no,2018,11,1,3
two year,no,mailed check,20.25,174.65,female,0,no,no,no,no,no,no,no,no,no,no,2019,6,1,5
month-to-month,no,electronic check,56.75,245.15,male,0,no,no,no,dsl,yes,no,yes,no,no,no,2019,10,1,1
two year,no,bank transfer,84.5,5193.2,female,0,no,no,yes,dsl,no,yes,yes,yes,yes,yes,2014,12,1,0
