Customer_ID,Begin_Date,End_Date,Type,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Gender,Senior_Citizen,Partner,Dependents,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies
7439-DKZTW,2020-01-01,2020-02-01,month-to-month,yes,electronic check,80.55,80.55,male,0,no,no,no,fiber optic,no,no,no,no,yes,no
7442-YGZFK,2020-01-01,2020-02-01,month-to-month,yes,credit card,49.8,49.8,male,0,no,no,yes,dsl,no,no,no,no,no,no
7445-WMRBW,2016-02-01,2020-02-01,one year,yes,bank transfer,73.85,3581.4,female,0,no,no,yes,dsl,no,yes,yes,yes,yes,no
7446-KQISO,2016-05-01,2020-02-01,two year,yes,bank transfer,109.75,4900.65,male,0,yes,yes,yes,fiber optic,no,yes,yes,yes,yes,yes
7446-SFAOA,2017-01-01,2020-02-01,one year,yes,bank transfer,19.85,717.5,female,0,yes,no,no,,,,,,,
7446-YPODE,2019-03-01,2020-02-01,month-to-month,no,bank transfer,60.25,662.95,male,1,no,no,yes,dsl,yes,yes,no,no,no,no
7449-HVPIV,2015-07-01,2020-02-01,month-to-month,yes,credit card,90.4,5099.15,male,0,yes,yes,yes,fiber optic,no,no,yes,no,yes,no
7450-NWRTR,2018-12-01,2019-12-01,month-to-month,yes,electronic check,99.45,1200.15,male,1,no,no,yes,fiber optic,no,no,yes,no,yes,yes
7452-FOLON,2016-11-01,2020-02-01,one year,no,bank transfer,25.45,958.45,male,0,no,yes,yes,,,,,,,
7459-IMVYU,2016-12-01,2020-02-01,month-to-month,no,electronic check,69.95,2657.55,male,0,no,no,yes,dsl,yes,yes,yes,yes,no,no
7459-RRWQZ,2018-09-01,2019-12-01,month-to-month,yes,bank transfer,64.65,994.55,female,0,no,no,yes,dsl,yes,no,no,no,no,yes
7460-ITWWP,2016-05-01,2020-02-01,month-to-month,yes,electronic check,86.1,3861.45,female,1,yes,no,no,fiber optic,no,no,yes,no,no,yes
7463-IFMQU,2014-02-01,2020-02-01,two year,no,bank transfer,20.05,1423.65,female,0,yes,no,no,,,,,,,
7465-ZZRVX,2020-01-01,2020-02-01,month-to-month,yes,electronic check,70.35,70.35,male,0,no,no,no,fiber optic,no,no,no,no,no,no
7469-LKBCI,2018-10-01,2020-02-01,two year,no,credit card,18.95,326.8,male,0,no,no,no,,,,,,,
7470-DYNOE,2015-09-01,2020-02-01,one year,yes,electronic check,61.1,3357.9,male,0,no,no,no,dsl,no,no,yes,no,no,yes
7470-MCQTK,,,,,,,,,,,,,dsl,no,no,yes,no,yes,yes
7471-MQPOS,2014-03-01,2020-02-01,one year,yes,bank transfer,72.9,5139.65,male,1,yes,yes,yes,dsl,no,yes,yes,yes,no,yes
7471-WNSUF,2015-02-01,2020-02-01,one year,no,bank transfer,24.15,1505.9,male,0,yes,no,yes,,,,,,,
7472-EQOAV,2014-03-01,2020-02-01,one year,yes,bank transfer,86.7,6179.35,male,1,yes,yes,no,fiber optic,yes,yes,yes,no,no,no
7473-ZBDSN,2018-12-01,2020-02-01,two year,no,mailed check,18.8,255.55,female,0,yes,yes,no,,,,,,,
7479-NITWS,2019-06-01,2020-01-01,month-to-month,yes,credit card,89.35,631.85,male,0,no,no,yes,fiber optic,no,no,yes,no,yes,no
7480-QNVZJ,2015-11-01,2020-01-01,month-to-month,yes,electronic check,95.7,4816.7,male,1,no,no,yes,fiber optic,no,no,no,no,yes,yes
7480-SPLEF,2014-05-01,2020-02-01,two year,yes,bank transfer,26.0,1796.55,male,0,yes,yes,yes,,,,,,,
7481-ATQQS,2015-11-01,2019-12-01,month-to-month,yes,credit card,90.85,4515.85,female,1,no,no,yes,fiber optic,no,no,yes,no,no,yes
7483-IQWIB,2017-01-01,2020-02-01,month-to-month,yes,electronic check,92.95,3415.25,male,0,yes,yes,yes,fiber optic,no,yes,yes,no,yes,no
7486-KSRVI,2016-06-01,2020-01-01,one year,yes,electronic check,100.0,4211.55,male,0,no,no,yes,fiber optic,no,no,no,yes,yes,yes
7488-MXJIV,2019-06-01,2019-10-01,month-to-month,yes,electronic check,85.65,321.65,female,0,no,no,yes,fiber optic,no,no,no,no,yes,no
7492-TAFJD,,,,,,,,,,,,,dsl,yes,yes,yes,no,no,no
7493-GVFIO,2015-05-01,2020-02-01,two year,no,credit card,20.55,1252.85,male,0,no,no,no,,,,,,,
7493-TPUWZ,2019-09-01,2019-10-01,month-to-month,yes,electronic check,79.15,79.15,male,0,no,no,yes,fiber optic,no,yes,no,no,no,no
7495-OOKFY,2019-03-01,2019-11-01,month-to-month,yes,credit card,80.65,633.3,female,1,yes,no,yes,fiber optic,no,yes,no,no,no,no
7501-IWUNG,2015-01-01,2020-02-01,two year,yes,bank transfer,73.8,4616.05,female,0,yes,yes,no,dsl,no,no,yes,yes,yes,yes
7501-VTYLJ,2019-12-01,2020-02-01,month-to-month,no,mailed check,51.55,106.2,female,0,no,yes,no,dsl,no,yes,no,no,no,no
7502-BNYGS,2016-04-01,2020-02-01,month-to-month,yes,credit card,69.1,3168.0,female,0,yes,no,no,dsl,no,yes,no,no,yes,yes
7503-EPSZW,2014-10-01,2020-02-01,two year,yes,mailed check,24.05,1559.15,female,0,yes,yes,yes,,,,,,,
7503-MIOGA,2014-02-01,2020-02-01,two year,yes,bank transfer,89.85,6697.35,female,1,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes
7503-QQRVF,2018-07-01,2019-11-01,month-to-month,yes,credit card,74.3,1178.25,male,1,yes,no,no,fiber optic,no,yes,no,no,no,no
7503-ZGUZJ,2019-12-01,2020-01-01,month-to-month,yes,mailed check,84.65,84.65,male,0,no,no,yes,fiber optic,no,no,no,no,yes,no
7504-UWHNB,2018-01-01,2020-02-01,month-to-month,no,electronic check,69.75,1729.35,male,0,no,no,no,fiber optic,no,no,no,no,no,no
7508-DQAKK,2014-10-01,2020-02-01,two year,yes,credit card,86.4,5442.05,female,0,no,no,yes,dsl,yes,yes,yes,yes,yes,yes
7508-KBIMB,2018-02-01,2020-02-01,one year,yes,credit card,56.25,1454.25,male,0,yes,yes,no,dsl,yes,no,yes,no,no,no
7508-MYBOG,2018-09-01,2019-11-01,month-to-month,yes,electronic check,86.1,1235.55,male,0,yes,no,yes,fiber optic,no,no,no,no,yes,no
7508-SMHXL,2018-11-01,2020-02-01,month-to-month,no,credit card,89.0,1288.3,female,1,no,no,yes,fiber optic,no,yes,no,no,yes,no
7511-YMXVQ,,,,,,,,,,,,,dsl,no,no,no,no,yes,yes
7515-LODFU,2014-05-01,2020-02-01,two year,no,credit card,20.3,1356.3,male,1,no,no,no,,,,,,,
7516-GMHUV,2015-12-01,2020-02-01,two year,yes,credit card,105.05,5163.3,male,1,yes,no,yes,fiber optic,yes,no,yes,no,yes,yes
7517-LDMPS,2019-02-01,2020-02-01,month-to-month,yes,electronic check,84.6,1017.35,female,0,no,no,no,fiber optic,no,yes,no,no,no,yes
7517-SAWMO,2018-05-01,2019-12-01,month-to-month,yes,electronic check,73.2,1441.1,female,0,yes,no,no,fiber optic,yes,no,no,no,no,no
7519-JTWQH,2014-05-01,2020-02-01,two year,yes,bank transfer,110.5,7455.45,female,0,no,no,yes,fiber optic,no,yes,yes,yes,yes,yes
7520-HQWJU,2014-08-01,2020-02-01,month-to-month,yes,bank transfer,67.45,4508.65,female,0,yes,yes,yes,dsl,yes,yes,yes,no,no,no
7521-AFHAB,2019-09-01,2020-02-01,month-to-month,no,mailed check,44.8,220.45,female,0,yes,yes,no,dsl,no,no,no,no,no,no
7521-YXVZY,2019-11-01,2020-02-01,month-to-month,no,mailed check,19.95,58.3,male,0,no,yes,no,,,,,,,
7524-VRLPL,2014-05-01,2020-02-01,two year,no,credit card,74.1,5031.0,male,1,no,no,yes,dsl,yes,no,yes,yes,no,yes
7526-BEZQB,2018-12-01,2019-12-01,month-to-month,yes,electronic check,96.05,1148.1,male,0,no,no,yes,fiber optic,no,no,no,no,yes,yes
7526-IVLYU,2019-11-01,2020-02-01,month-to-month,yes,mailed check,19.65,68.35,male,0,no,no,no,,,,,,,
7527-QNRUS,2018-09-01,2020-02-01,two year,yes,mailed check,25.15,412.6,male,0,yes,yes,yes,,,,,,,
7529-ZDFXI,2015-05-01,2020-02-01,month-to-month,yes,electronic check,89.85,4925.35,male,1,yes,no,yes,fiber optic,no,yes,no,no,no,yes
7530-HDYDS,2016-10-01,2019-12-01,month-to-month,yes,credit card,84.25,3264.5,female,0,no,no,no,fiber optic,no,yes,yes,yes,no,no
7531-GQHME,2019-02-01,2020-02-01,month-to-month,no,credit card,20.05,265.45,male,0,no,no,no,,,,,,,
7534-BFESC,2017-11-01,2019-11-01,month-to-month,yes,electronic check,76.1,1712.7,male,1,no,no,yes,fiber optic,no,no,no,no,no,no
7537-CBQUZ,2014-11-01,2020-02-01,month-to-month,yes,bank transfer,109.4,7031.45,male,1,no,no,yes,fiber optic,yes,yes,yes,no,yes,yes
7537-RBWEA,,,,,,,,,,,,,dsl,no,no,no,no,no,no
7538-GWHML,2019-08-01,2019-10-01,month-to-month,no,electronic check,69.65,145.15,female,0,no,no,no,fiber optic,no,no,no,no,no,no
7541-YLXCL,2016-10-01,2019-10-01,one year,yes,mailed check,65.4,2498.4,male,0,no,no,no,dsl,no,yes,no,yes,no,yes
7542-CYDDM,2018-08-01,2020-02-01,month-to-month,no,mailed check,20.05,358.5,male,0,no,no,no,,,,,,,
7544-ZVIKX,2015-04-01,2020-02-01,one year,yes,bank transfer,105.05,6004.85,male,0,yes,yes,yes,fiber optic,no,no,yes,yes,yes,yes
7547-EKNFS,2016-06-01,2019-12-01,month-to-month,yes,bank transfer,95.25,3959.35,male,0,yes,no,yes,fiber optic,no,yes,yes,no,yes,no
7548-SEPYI,2019-07-01,2019-12-01,month-to-month,yes,electronic check,96.25,512.45,female,0,no,no,no,fiber optic,no,yes,no,no,yes,yes
7549-MYGPK,2014-07-01,2019-10-01,month-to-month,yes,electronic check,100.55,6215.35,female,0,yes,yes,yes,fiber optic,yes,yes,yes,no,yes,no
7550-WIQVA,2015-12-01,2020-02-01,one year,yes,electronic check,108.25,5431.4,male,0,yes,yes,yes,fiber optic,yes,yes,yes,no,yes,yes
7551-DACSP,2019-05-01,2019-11-01,month-to-month,yes,mailed check,55.3,324.25,male,0,yes,yes,no,dsl,no,yes,yes,no,no,no
7551-JOHTI,2019-11-01,2019-12-01,month-to-month,no,mailed check,19.5,19.5,female,0,no,no,no,,,,,,,
7552-KEYGT,2017-11-01,2020-02-01,two year,no,bank transfer,19.55,520.55,male,0,yes,no,no,,,,,,,
7554-AKDQF,2019-08-01,2020-02-01,month-to-month,no,mailed check,45.65,323.45,female,0,yes,no,no,dsl,no,no,no,no,no,no
7554-NEWDD,2019-04-01,2020-02-01,two year,no,bank transfer,25.7,251.6,male,0,no,no,yes,,,,,,,
7558-IMLMT,2014-07-01,2020-02-01,two year,yes,mailed check,20.8,1411.9,male,0,yes,yes,no,,,,,,,
7560-QJAVJ,2014-04-01,2020-02-01,two year,no,bank transfer,79.6,5589.45,female,0,no,no,no,dsl,yes,no,yes,yes,yes,yes
7560-QRBXH,2016-02-01,2020-02-01,one year,no,mailed check,19.95,936.7,female,0,no,yes,no,,,,,,,
7562-GSUHK,2018-07-01,2019-11-01,month-to-month,yes,credit card,93.2,1573.7,female,0,no,no,no,fiber optic,no,yes,yes,no,no,yes
7562-UXTPG,2019-01-01,2020-02-01,month-to-month,yes,mailed check,70.15,886.7,female,0,no,no,no,fiber optic,no,no,no,no,no,no
7563-BIUPC,2019-05-01,2019-10-01,month-to-month,yes,electronic check,80.6,415.55,male,0,no,no,no,fiber optic,no,no,no,no,yes,no
7564-GHCVB,2014-02-01,2020-02-01,two year,no,bank transfer,79.05,5730.7,female,0,yes,yes,yes,fiber optic,yes,no,no,no,no,no
7566-DSRLQ,2014-02-01,2020-02-01,two year,yes,electronic check,110.15,7998.8,female,0,yes,no,yes,fiber optic,no,yes,yes,yes,yes,yes
7567-ECMCM,2018-02-01,2020-02-01,month-to-month,yes,credit card,79.85,2001.0,male,0,no,no,no,fiber optic,no,no,no,no,no,yes
7568-PODML,,,,,,,,,,,,,dsl,no,no,no,no,yes,yes
7569-NMZYQ,2014-02-01,2020-02-01,two year,yes,bank transfer,118.75,8672.45,female,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes
7570-WELNY,2014-06-01,2020-02-01,two year,yes,bank transfer,84.7,5711.05,female,0,yes,no,yes,fiber optic,yes,yes,no,no,no,no
7571-YXDAD,2019-08-01,2019-10-01,month-to-month,no,credit card,74.9,147.15,female,0,no,no,yes,fiber optic,no,no,no,no,no,no
7572-KPVKK,2014-12-01,2020-02-01,two year,yes,electronic check,104.05,6590.5,male,0,no,yes,yes,fiber optic,no,no,yes,yes,yes,yes
7576-ASEJU,2016-09-01,2020-02-01,one year,yes,credit card,74.7,3187.65,female,0,yes,yes,no,dsl,yes,no,no,yes,yes,yes
7576-JMYWV,2016-04-01,2020-02-01,month-to-month,yes,electronic check,110.2,4972.1,female,1,yes,yes,yes,fiber optic,yes,yes,no,yes,yes,yes
7576-OYWBN,2019-07-01,2019-10-01,month-to-month,yes,electronic check,76.05,231.8,male,1,no,no,yes,fiber optic,no,no,no,no,no,no
7577-SWIFR,2020-01-01,2020-02-01,month-to-month,yes,electronic check,89.25,89.25,male,0,no,no,no,fiber optic,no,no,no,no,yes,yes
7579-KKLOE,2014-03-01,2020-02-01,two year,yes,mailed check,91.25,6589.6,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes
7579-OOPEC,2019-08-01,2019-10-01,month-to-month,no,credit card,50.15,115.1,female,1,yes,no,no,dsl,no,yes,no,no,no,no
7580-UGXNC,2019-09-01,2019-11-01,month-to-month,no,mailed check,54.85,104.2,female,1,no,no,no,dsl,yes,yes,no,no,no,no
7581-EBBOU,2015-02-01,2020-02-01,one year,yes,credit card,70.15,4224.7,female,0,no,no,no,dsl,no,yes,yes,yes,yes,no
7586-ZATGZ,2016-10-01,2020-02-01,month-to-month,yes,electronic check,84.9,3369.05,male,0,no,no,yes,fiber optic,no,no,no,no,yes,no
7587-AOVVU,2017-11-01,2020-02-01,month-to-month,no,electronic check,100.75,2793.55,male,0,yes,yes,yes,fiber optic,yes,yes,no,yes,yes,no
7587-RZNME,2019-08-01,2019-11-01,month-to-month,yes,electronic check,43.3,123.65,male,0,no,no,no,dsl,no,no,no,no,no,no
7590-VHVEG,,,,,,,,,,,,,dsl,no,yes,no,no,no,no
7593-JNWRU,2019-07-01,2020-01-01,month-to-month,yes,bank transfer,44.6,260.8,male,0,yes,yes,no,dsl,no,no,no,no,no,no
7593-XFKDI,2019-11-01,2019-12-01,month-to-month,no,mailed check,46.3,46.3,male,0,no,no,no,dsl,no,no,no,no,no,no
7594-LZNWR,2017-04-01,2020-02-01,month-to-month,no,credit card,69.15,2275.1,male,1,no,no,no,fiber optic,no,no,no,no,no,no
7594-RQHXR,2019-09-01,2019-10-01,month-to-month,yes,electronic check,79.6,79.6,female,0,no,yes,no,fiber optic,no,no,no,no,no,yes
7595-EHCDL,,,,,,,,,,,,,dsl,no,no,yes,no,yes,yes
7595-EUIVN,2019-10-01,2019-11-01,month-to-month,no,electronic check,75.8,75.8,female,0,no,no,no,fiber optic,no,yes,no,no,no,no
7596-IIWYC,2017-11-01,2020-02-01,two year,yes,bank transfer,20.25,538.2,female,0,no,no,no,,,,,,,
7596-LDUXP,2019-02-01,2020-02-01,one year,yes,credit card,85.15,979.05,female,0,no,no,no,fiber optic,yes,no,no,no,yes,no
7596-ZYWBB,2014-09-01,2020-02-01,two year,yes,mailed check,59.6,3739.8,female,0,no,no,no,dsl,yes,yes,no,yes,no,no
7598-UAASY,2019-11-01,2020-01-01,month-to-month,no,electronic check,76.4,151.8,male,0,yes,no,no,fiber optic,no,no,yes,no,no,no
7599-FKVXZ,2016-05-01,2019-11-01,month-to-month,yes,bank transfer,106.15,4512.7,male,0,yes,no,yes,fiber optic,no,no,yes,yes,yes,yes
7599-NTMDP,,,,,,,,,,,,,dsl,yes,yes,no,yes,yes,no
7601-DHFWZ,2016-02-01,2020-02-01,two year,no,credit card,24.0,1183.05,female,0,no,no,yes,,,,,,,
7601-GNDYK,2017-03-01,2020-02-01,two year,no,mailed check,19.6,686.95,male,0,yes,yes,no,,,,,,,
7601-WFVZV,2020-01-01,2020-02-01,month-to-month,no,mailed check,19.55,19.55,male,0,no,no,no,,,,,,,
7602-DBTOU,2014-03-01,2020-02-01,two year,no,mailed check,19.6,1416.5,female,0,yes,no,no,,,,,,,
7602-MVRMB,2014-02-01,2020-02-01,two year,yes,bank transfer,110.45,8058.85,female,0,yes,yes,yes,fiber optic,yes,no,yes,yes,yes,yes
7603-USHJS,2019-01-01,2020-01-01,month-to-month,yes,credit card,73.75,871.4,male,0,no,yes,yes,fiber optic,no,no,no,no,no,no
7605-BDWDC,,,,,,,,,,,,,dsl,yes,yes,no,yes,no,yes
7605-SNLQG,2016-05-01,2020-02-01,month-to-month,yes,credit card,50.25,2221.55,female,0,yes,no,no,dsl,no,no,yes,no,no,no
7606-BPHHN,2014-02-01,2020-02-01,two year,yes,credit card,19.8,1468.75,male,0,no,no,no,,,,,,,
7607-QKKTJ,2016-05-01,2020-02-01,one year,yes,credit card,95.0,4368.85,male,0,yes,yes,yes,fiber optic,no,yes,yes,no,no,yes
7608-RGIRO,2014-12-01,2020-02-01,two year,yes,mailed check,24.4,1413.0,male,0,no,yes,yes,,,,,,,
7609-NRNCA,2018-09-01,2020-02-01,one year,no,mailed check,19.55,280.85,female,0,no,no,no,,,,,,,
7609-YBPXG,2015-08-01,2020-02-01,two year,no,bank transfer,87.1,4735.2,male,0,no,no,yes,dsl,yes,no,yes,yes,yes,yes
7610-TVOPG,2018-11-01,2020-02-01,month-to-month,yes,electronic check,26.35,378.6,male,0,no,no,yes,,,,,,,
7611-YKYTC,2018-04-01,2020-02-01,month-to-month,no,bank transfer,75.0,1573.95,male,0,yes,yes,no,fiber optic,yes,no,no,no,no,no
7613-LLQFO,2019-01-01,2020-01-01,month-to-month,yes,electronic check,84.45,1059.55,male,0,no,no,yes,fiber optic,no,no,no,no,yes,no
7614-QVWQL,,,,,,,,,,,,,dsl,no,yes,no,no,yes,yes
7615-ESMYF,,,,,,,,,,,,,dsl,no,no,no,no,yes,yes
7617-EYGLW,2020-01-01,2020-02-01,month-to-month,no,electronic check,19.45,19.45,male,0,no,no,no,,,,,,,
7619-ODSGN,2018-01-01,2020-01-01,month-to-month,no,electronic check,54.75,1338.15,male,0,yes,yes,yes,dsl,yes,no,no,no,no,no
7619-PLRLP,2015-09-01,2020-02-01,one year,no,bank transfer,74.1,3833.95,female,0,yes,no,yes,dsl,yes,yes,yes,no,no,yes
7621-VPNET,2016-08-01,2020-02-01,month-to-month,yes,credit card,85.9,3729.75,female,0,yes,no,yes,fiber optic,no,no,yes,yes,no,no
7622-FWGEW,2015-06-01,2020-02-01,two year,yes,bank transfer,85.65,4824.45,male,1,yes,no,no,dsl,yes,yes,yes,yes,yes,yes
7622-NXQZR,,,,,,,,,,,,,dsl,no,no,no,yes,no,no
7623-HKYRK,2019-08-01,2020-02-01,month-to-month,no,mailed check,19.7,111.65,male,0,no,yes,no,,,,,,,
7623-TRNQN,2019-09-01,2019-10-01,month-to-month,yes,mailed check,49.9,49.9,male,0,no,yes,no,dsl,no,no,no,yes,no,no
7625-XCQRH,2019-02-01,2020-01-01,month-to-month,yes,electronic check,76.5,837.95,female,0,no,no,yes,fiber optic,no,no,no,no,no,no
7627-JKIAZ,2016-09-01,2019-10-01,month-to-month,yes,credit card,78.95,2839.65,female,0,yes,no,yes,fiber optic,no,no,yes,no,no,no
7629-WFGLW,2015-06-01,2020-02-01,one year,no,electronic check,95.65,5471.75,female,1,yes,no,yes,fiber optic,yes,yes,yes,yes,no,no
7629-WIXZF,2019-07-01,2020-02-01,one year,yes,electronic check,59.1,369.25,female,0,no,no,no,dsl,yes,no,no,no,no,yes
7632-MNYOY,2014-06-01,2019-12-01,one year,no,credit card,110.9,7432.05,male,1,no,no,yes,fiber optic,no,yes,yes,yes,yes,yes
7632-YUTXB,2018-01-01,2020-02-01,one year,no,mailed check,20.05,520.1,female,0,yes,yes,no,,,,,,,
7633-MVPUY,2015-05-01,2020-02-01,two year,yes,electronic check,59.75,3450.15,male,0,yes,no,no,dsl,yes,yes,no,yes,no,no
7634-HLQJR,2016-03-01,2020-02-01,two year,no,credit card,20.05,1016.7,female,0,yes,yes,no,,,,,,,
7634-WSWDB,,,,,,,,,,,,,dsl,yes,no,no,no,no,yes
7636-OWBPG,,,,,,,,,,,,,dsl,no,yes,no,no,no,no
7636-PEPNS,2015-04-01,2020-02-01,one year,yes,mailed check,44.1,2413.05,female,0,yes,yes,no,dsl,no,no,no,no,no,no
7636-XUHWW,2019-12-01,2020-02-01,month-to-month,yes,credit card,19.9,33.7,male,0,no,no,no,,,,,,,
7638-QVMVY,2019-06-01,2020-01-01,month-to-month,yes,electronic check,79.0,522.95,female,0,no,no,no,fiber optic,no,no,no,no,yes,no
7639-LIAYI,2015-10-01,2020-02-01,two year,yes,credit card,79.75,4217.8,male,0,no,no,yes,dsl,yes,no,no,yes,yes,yes
7639-OPLNG,2014-04-01,2020-02-01,two year,yes,bank transfer,79.25,5731.85,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,no
7639-SUPCW,2018-01-01,2019-11-01,month-to-month,yes,credit card,48.8,1054.6,female,0,no,no,no,dsl,yes,no,no,no,no,no
7641-EUYET,2016-02-01,2019-12-01,month-to-month,yes,electronic check,100.7,4541.2,male,1,yes,yes,yes,fiber optic,yes,yes,yes,no,yes,no
7641-TQFHN,2016-11-01,2020-02-01,two year,no,mailed check,100.55,3895.35,male,0,no,yes,yes,fiber optic,no,no,no,yes,yes,yes
7643-RCHXS,2014-11-01,2020-02-01,two year,no,electronic check,19.35,1263.85,female,0,yes,yes,no,,,,,,,
7644-OMVMY,2020-02-01,2020-02-01,two year,no,mailed check,19.85,0.0,male,0,yes,yes,no,,,,,,,
7647-GYYKX,2015-08-01,2020-02-01,two year,yes,bank transfer,20.35,1092.35,female,0,yes,yes,no,,,,,,,
7649-PHJVR,2019-03-01,2020-02-01,one year,no,mailed check,19.5,226.8,male,0,no,no,no,,,,,,,
7649-SIJJF,2014-03-01,2020-02-01,two year,yes,mailed check,80.1,5585.4,male,0,yes,no,yes,dsl,yes,yes,yes,yes,no,yes
7654-YWJUF,2016-07-01,2020-02-01,one year,yes,bank transfer,84.25,3539.25,male,0,yes,no,no,fiber optic,yes,no,yes,yes,no,no
7657-DYEPJ,2016-11-01,2020-01-01,one year,yes,credit card,70.15,2497.35,male,1,no,no,no,dsl,no,yes,yes,yes,yes,no
7658-UYUQS,2018-05-01,2020-02-01,month-to-month,no,bank transfer,86.55,1857.25,male,1,yes,no,no,fiber optic,no,no,yes,no,yes,no
7660-HDPJV,2019-10-01,2019-11-01,month-to-month,yes,electronic check,69.2,69.2,female,0,no,no,no,fiber optic,no,no,no,no,no,no
7661-CPURM,2018-07-01,2020-02-01,one year,yes,credit card,87.7,1725.95,male,0,no,no,no,fiber optic,no,no,no,yes,no,yes
7663-CUXZB,2015-03-01,2020-02-01,two year,no,electronic check,113.75,6561.25,male,0,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes
7663-RGWBC,2019-10-01,2019-11-01,month-to-month,yes,mailed check,44.15,44.15,male,0,no,no,no,dsl,no,no,no,no,no,no
7663-YJHSN,2014-02-01,2020-02-01,two year,yes,bank transfer,103.95,7556.9,female,0,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,no
7663-ZTEGJ,2017-09-01,2020-02-01,one year,no,credit card,100.55,2830.45,male,0,no,yes,yes,fiber optic,no,yes,yes,yes,no,yes
7665-NKLAV,,,,,,,,,,,,,dsl,yes,no,yes,yes,no,no
7665-TOALD,2019-12-01,2020-01-01,month-to-month,yes,electronic check,69.6,69.6,female,0,no,no,no,fiber optic,no,no,no,no,no,no
7665-VIGUD,2019-04-01,2020-02-01,one year,no,mailed check,20.35,176.3,male,0,no,no,no,,,,,,,
7666-WKRON,2016-09-01,2019-12-01,two year,yes,electronic check,80.45,3201.55,female,0,no,no,no,fiber optic,no,no,yes,yes,no,no
7668-XCFYV,2018-09-01,2020-02-01,month-to-month,yes,electronic check,92.55,1614.7,female,1,yes,no,yes,fiber optic,no,no,no,no,yes,yes
7669-LCRSD,2019-02-01,2020-02-01,month-to-month,yes,mailed check,56.3,628.65,male,0,yes,yes,no,dsl,no,no,no,no,yes,no
7670-ZBPOQ,2015-04-01,2020-02-01,one year,yes,bank transfer,61.05,3478.75,female,0,yes,no,yes,dsl,yes,no,no,yes,no,no
7672-VFMXZ,2015-05-01,2020-02-01,month-to-month,no,electronic check,55.7,3171.6,male,0,yes,no,no,dsl,yes,no,no,yes,no,no
7673-BQGKU,2014-05-01,2020-02-01,two year,no,bank transfer,20.15,1337.5,female,0,yes,yes,no,,,,,,,
7673-LPRNY,2018-03-01,2020-02-01,one year,yes,electronic check,78.55,1843.05,female,0,no,no,yes,dsl,yes,no,yes,no,yes,yes
7674-YTAFD,2017-05-01,2020-02-01,one year,yes,bank transfer,79.95,2684.85,female,0,no,no,no,fiber optic,no,yes,no,yes,no,no
7675-OZCZG,2019-10-01,2020-01-01,month-to-month,no,electronic check,45.0,127.1,female,1,no,no,no,dsl,no,no,no,no,no,no
7677-SJJJK,2019-06-01,2020-02-01,one year,no,credit card,19.9,153.95,male,0,yes,yes,no,,,,,,,
7682-AZNDK,2017-04-01,2020-02-01,month-to-month,yes,electronic check,89.85,3091.75,male,0,yes,yes,no,fiber optic,no,yes,yes,no,yes,no
7683-CBDKJ,2018-09-01,2019-11-01,month-to-month,yes,electronic check,65.45,937.6,male,0,yes,yes,no,dsl,yes,yes,no,no,yes,no
7684-XSZIY,2014-02-01,2020-02-01,two year,no,bank transfer,24.3,1643.25,male,0,yes,yes,yes,,,,,,,
7688-AWMDX,2014-03-01,2020-02-01,two year,no,bank transfer,54.5,3778.2,male,0,yes,no,no,dsl,yes,no,no,yes,no,no
7690-KPNCU,2014-10-01,2020-02-01,one year,yes,credit card,73.05,4688.65,male,0,yes,yes,no,dsl,yes,no,yes,no,yes,yes
7691-KGKGP,2015-09-01,2020-02-01,month-to-month,no,credit card,65.0,3363.8,male,0,yes,yes,no,dsl,no,yes,no,yes,yes,no
7691-XVTZH,2014-06-01,2020-02-01,two year,yes,bank transfer,89.95,5974.3,female,0,yes,no,yes,fiber optic,no,no,yes,no,yes,no
7693-LCKZL,2019-05-01,2019-10-01,month-to-month,yes,electronic check,80.15,385.0,male,0,yes,yes,yes,fiber optic,no,yes,no,no,no,no
7693-QPEFS,2015-10-01,2020-02-01,month-to-month,yes,bank transfer,72.95,3829.75,male,1,no,no,yes,fiber optic,no,no,no,no,no,no
7694-VLBWQ,2014-04-01,2019-11-01,one year,no,electronic check,104.1,7040.85,male,0,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes
7695-PKLCZ,2014-06-01,2020-02-01,two year,no,credit card,20.5,1424.9,female,0,no,no,no,,,,,,,
7696-AMHOD,2016-01-01,2020-02-01,one year,no,credit card,78.0,3824.2,female,0,yes,yes,no,dsl,no,yes,yes,no,yes,yes
7696-CFTAT,2017-01-01,2020-02-01,two year,no,bank transfer,19.8,726.1,male,0,yes,yes,no,,,,,,,
7698-YFGEZ,2020-01-01,2020-02-01,month-to-month,no,mailed check,20.0,20.0,male,0,no,no,no,,,,,,,
7703-ZEKEF,2017-11-01,2019-10-01,month-to-month,yes,electronic check,81.0,1917.1,male,0,no,no,yes,fiber optic,no,no,yes,no,no,no
