Customer_ID,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies
8486-AYEQH,fiber optic,no,no,no,no,no,no
1527-SXDPN,fiber optic,no,no,yes,yes,no,yes
6029-WTIPC,fiber optic,no,no,yes,no,yes,yes
8634-CILSZ,fiber optic,no,yes,no,yes,yes,yes
5419-JKZNQ,fiber optic,no,no,no,no,no,no
2495-KZNFB,fiber optic,yes,no,no,no,no,yes
1409-PHXTF,fiber optic,no,yes,yes,yes,yes,yes
4560-WQAQW,dsl,yes,no,no,yes,no,yes
9591-YVTEB,dsl,yes,yes,no,no,yes,no
9309-BZGNT,dsl,no,no,yes,no,no,no
4274-DRSQT,fiber optic,no,yes,no,no,yes,no
2027-DNKIV,dsl,yes,no,yes,yes,no,no
2885-HIJDH,dsl,yes,no,yes,yes,yes,yes
5424-RLQLC,dsl,no,yes,no,no,yes,no
6682-QJDGB,dsl,yes,yes,no,no,no,no
6507-DTJZV,dsl,no,no,no,no,yes,yes
8780-IXSTS,fiber optic,no,yes,no,no,yes,no
6723-WSNTY,fiber optic,no,yes,yes,yes,yes,yes
9530-EHPOH,dsl,no,no,yes,no,no,no
2725-IWWBA,dsl,yes,no,yes,yes,no,no
0345-HKJVM,fiber optic,no,no,no,no,yes,yes
1061-PNTHC,fiber optic,yes,no,yes,yes,yes,yes
6574-MCOEH,dsl,no,no,yes,yes,yes,yes
7399-QHBJS,dsl,yes,yes,no,yes,no,no
3049-SOLAY,fiber optic,no,no,no,no,yes,yes
0997-YTLNY,dsl,no,no,no,yes,no,no
3317-HRTNN,dsl,no,no,no,no,yes,yes
9479-HYNYL,dsl,no,yes,yes,yes,yes,yes
3235-ETOOB,fiber optic,yes,no,no,no,no,no
8058-INTPH,fiber optic,no,no,no,no,yes,no
3642-GKTCT,fiber optic,yes,yes,yes,yes,yes,yes
0774-RMNUW,dsl,yes,yes,no,yes,yes,yes
1334-PDUKM,fiber optic,no,yes,yes,no,no,no
0756-MPZRL,dsl,no,no,yes,yes,no,no
2242-MFOTG,fiber optic,yes,no,no,no,no,no
2927-CVULT,fiber optic,yes,yes,yes,yes,no,yes
2144-BFDSO,fiber optic,yes,yes,yes,no,yes,yes
8745-PVESG,dsl,yes,no,yes,yes,no,no
5647-FXOTP,fiber optic,no,yes,yes,no,yes,yes
5569-OUICF,fiber optic,no,no,no,yes,yes,yes
8821-XNHVZ,fiber optic,no,no,no,no,yes,no
2082-OJVTK,fiber optic,no,no,yes,no,no,yes
9700-ISPUP,dsl,no,yes,no,yes,no,yes
9839-ETQOE,dsl,yes,yes,yes,no,no,no
6078-VESFR,fiber optic,no,no,no,no,no,no
9027-TMATR,dsl,yes,no,yes,yes,yes,yes
5940-NFXKV,fiber optic,no,no,no,no,no,yes
1941-HOSAM,fiber optic,no,no,no,no,yes,yes
9110-HSGTV,dsl,yes,no,yes,yes,yes,yes
6171-ZTVYB,dsl,yes,yes,no,yes,no,no
9564-KCLHR,dsl,no,no,no,yes,no,no
1935-IMVBB,fiber optic,no,no,no,no,yes,yes
2535-PBCGC,dsl,yes,yes,yes,yes,yes,yes
2082-CEFLT,dsl,no,no,no,no,no,no
1470-PSXNM,fiber optic,no,yes,yes,no,yes,no
1213-NGCUN,dsl,no,no,no,yes,no,no
2498-XLDZR,dsl,yes,yes,yes,yes,no,yes
9866-OCCKE,fiber optic,yes,no,yes,yes,yes,yes
5338-YHWYT,dsl,yes,yes,no,yes,no,no
7718-UPSKJ,fiber optic,yes,yes,no,yes,yes,yes
8731-WBBMB,dsl,no,yes,yes,yes,yes,yes
1448-CYWKC,fiber optic,no,yes,yes,no,yes,yes
7901-IIDQV,dsl,no,no,no,yes,no,no
0334-ZFJSR,dsl,yes,yes,no,yes,no,no
2894-QOJRX,dsl,no,no,no,no,yes,no
5747-PMBSQ,fiber optic,no,yes,yes,yes,yes,no
5583-EJXRD,dsl,yes,yes,yes,yes,no,yes
4565-EVZMJ,dsl,yes,yes,no,yes,no,no
3143-JQEGI,fiber optic,no,no,no,no,yes,yes
6386-SZZKH,fiber optic,no,yes,yes,yes,yes,yes
3327-YBAKM,fiber optic,yes,no,no,yes,yes,yes
6705-LNMDD,dsl,no,no,no,yes,no,no
2580-ASVVY,dsl,yes,no,no,yes,yes,no
3370-GQEAL,fiber optic,no,no,no,no,yes,no
5032-USPKF,dsl,yes,yes,yes,no,yes,yes
2982-IHMFT,fiber optic,no,no,no,no,no,no
3521-SYVOR,dsl,no,no,no,no,yes,yes
4254-QPEDE,dsl,yes,yes,yes,yes,yes,yes
6283-GITPX,dsl,yes,yes,yes,yes,yes,no
9526-JAWYF,fiber optic,no,yes,yes,no,yes,no
0771-CHWSK,dsl,yes,yes,yes,no,no,yes
9788-HNGUT,fiber optic,yes,yes,yes,yes,yes,yes
9495-REDIY,dsl,yes,no,no,no,yes,no
5375-XLDOF,fiber optic,yes,yes,yes,yes,yes,yes
1172-VIYBP,dsl,yes,yes,no,no,no,yes
5649-VUKMC,fiber optic,no,no,yes,no,yes,yes
6559-PDZLR,fiber optic,no,no,yes,yes,yes,yes
8992-OBVDG,dsl,no,no,yes,no,no,yes
4273-MBHYA,fiber optic,no,no,no,no,yes,yes
4724-WXVWF,fiber optic,yes,no,no,yes,no,yes
5701-GUXDC,dsl,yes,no,yes,no,no,no
5143-EGQFK,dsl,no,no,no,yes,no,no
4919-IKATY,fiber optic,yes,no,yes,no,no,no
9050-QLROH,fiber optic,no,no,yes,no,no,yes
8232-CTLKO,dsl,yes,no,no,no,yes,no
9227-YBAXE,dsl,yes,yes,no,yes,yes,yes
6168-WFVVF,fiber optic,no,no,no,no,no,no
0112-QAWRZ,fiber optic,no,no,yes,no,yes,no
0877-SDMBN,fiber optic,yes,no,yes,no,yes,yes
2786-GCDPI,fiber optic,no,no,yes,yes,yes,yes
4043-MKDTV,fiber optic,no,yes,yes,yes,yes,yes
8065-YKXKD,fiber optic,no,no,no,no,no,no
9637-EIHEQ,dsl,no,no,no,yes,no,no
8313-KTIHG,dsl,no,no,no,yes,yes,no
5320-BRKGK,dsl,yes,no,yes,yes,yes,no
6284-KMNUF,fiber optic,yes,no,no,no,yes,yes
9689-PTNPG,fiber optic,no,no,no,no,yes,no
9465-RWMXL,fiber optic,no,no,yes,no,no,no
6229-UOLQL,dsl,yes,yes,no,yes,yes,no
2362-IBOOY,fiber optic,no,no,no,no,no,yes
3137-LUPIX,dsl,no,no,no,yes,yes,no
0843-WTBXE,fiber optic,no,no,no,no,yes,no
6143-JQKEA,dsl,no,no,no,no,no,no
8676-OOQEJ,dsl,no,no,no,yes,no,no
9701-CDXHR,fiber optic,no,no,no,no,no,no
7450-NWRTR,fiber optic,no,no,yes,no,yes,yes
8124-NZVGJ,dsl,no,no,no,yes,yes,yes
2162-FRZAA,dsl,no,yes,yes,yes,no,no
5376-DEQCP,fiber optic,no,no,no,no,no,no
5118-MUEYH,fiber optic,no,yes,no,yes,yes,yes
9095-HFAFX,fiber optic,no,no,no,no,yes,no
2379-ENZGV,fiber optic,no,yes,no,no,yes,no
4067-HLYQI,fiber optic,no,no,no,no,no,no
0292-WEGCH,dsl,no,yes,yes,yes,yes,yes
8910-ICHIU,fiber optic,yes,yes,yes,no,yes,no
4097-YODCF,fiber optic,yes,yes,no,no,yes,yes
9715-WZCLW,fiber optic,yes,no,no,no,yes,yes
9786-YWNHU,dsl,yes,yes,yes,yes,no,no
6005-OBZPH,fiber optic,no,yes,no,no,yes,no
4049-ZPALD,fiber optic,yes,no,yes,no,yes,yes
7932-WPTDS,dsl,no,no,no,no,no,no
3733-UOCWF,fiber optic,no,yes,no,yes,no,no
6833-JMZYP,fiber optic,no,no,yes,no,yes,yes
2722-VOJQL,fiber optic,no,yes,no,yes,yes,yes
1310-QRITU,dsl,no,no,no,no,no,no
8961-QDZZJ,fiber optic,no,yes,no,no,yes,yes
9715-SBVSU,dsl,yes,yes,no,no,no,yes
8490-BXHEO,fiber optic,no,yes,no,no,no,no
7173-TETGO,fiber optic,yes,no,no,no,no,no
7929-SKFGK,fiber optic,yes,yes,yes,yes,yes,yes
3563-SVYLG,dsl,yes,yes,yes,yes,no,no
5228-EXCET,fiber optic,no,no,no,no,no,yes
6435-VWCCY,fiber optic,yes,yes,no,no,yes,no
4998-IKFSE,fiber optic,no,no,yes,no,yes,yes
8630-QSGXK,dsl,no,no,no,yes,yes,yes
2455-USLMV,fiber optic,yes,no,yes,no,no,no
7394-FKDNK,fiber optic,no,no,no,no,yes,yes
9488-FVZCC,dsl,yes,yes,yes,yes,no,yes
6331-LWDTQ,dsl,no,no,no,no,yes,yes
1597-FZREH,dsl,no,no,yes,yes,yes,yes
7879-CGSFV,fiber optic,yes,yes,no,no,yes,yes
9921-EZKBY,fiber optic,yes,no,yes,no,no,yes
7432-FFVAR,fiber optic,no,no,yes,yes,no,yes
7246-ZGQDF,dsl,yes,no,no,yes,no,no
7000-WCEVQ,dsl,no,no,no,no,no,yes
0727-IWKVK,fiber optic,no,yes,yes,no,no,no
5959-BELXA,fiber optic,no,no,no,no,yes,yes
4456-RHSNB,dsl,no,no,yes,no,no,no
3512-IZIKN,dsl,yes,no,yes,yes,no,no
7109-MFBYV,dsl,no,no,no,no,no,no
1833-TCXKK,fiber optic,no,yes,yes,no,yes,yes
1832-PEUTS,fiber optic,no,no,yes,no,yes,no
8660-BUETV,dsl,no,no,no,no,no,no
0580-PIQHM,fiber optic,yes,yes,yes,no,no,yes
5696-CEIQJ,fiber optic,no,yes,yes,yes,yes,yes
7503-ZGUZJ,fiber optic,no,no,no,no,yes,no
1696-HXOWK,fiber optic,yes,yes,no,no,yes,no
3026-ATZYV,dsl,yes,yes,no,no,yes,yes
4012-YCFAI,dsl,yes,yes,no,yes,no,no
2506-TNFCO,fiber optic,no,no,no,no,no,no
8718-PTMEZ,dsl,no,yes,no,no,no,no
9496-IVVRP,dsl,yes,no,no,no,no,no
2207-OBZNX,dsl,yes,no,no,no,no,no
2657-VPXTA,fiber optic,no,no,no,no,yes,yes
1221-GHZEP,dsl,yes,no,no,yes,no,yes
9289-LBQVU,dsl,no,yes,no,yes,no,yes
6142-VSJQO,dsl,no,no,no,no,no,no
6933-FHBZC,dsl,no,yes,yes,no,no,no
9770-KXGQU,fiber optic,yes,yes,yes,no,yes,no
6437-UKHMV,fiber optic,no,no,no,no,yes,no
6538-POCHL,fiber optic,no,yes,yes,no,no,no
6726-NNFWD,fiber optic,no,yes,yes,no,no,yes
3002-WQZWT,fiber optic,no,no,no,no,no,no
4277-UDIEF,dsl,yes,no,no,yes,yes,yes
1208-NBVFH,dsl,no,no,yes,no,no,no
4912-PIGUY,fiber optic,no,no,no,no,yes,no
1114-CENIM,dsl,no,yes,no,no,no,no
6060-DRTNL,fiber optic,no,no,yes,no,yes,no
2725-TTRIQ,dsl,yes,no,yes,yes,yes,yes
3374-TTZTK,fiber optic,yes,yes,yes,yes,yes,yes
8990-ZXLSU,fiber optic,no,no,no,no,no,no
2275-RBYQS,dsl,no,no,no,no,no,no
8473-VUVJN,fiber optic,no,no,no,no,no,no
6289-CPNLD,dsl,no,no,yes,yes,yes,yes
5536-SLHPM,fiber optic,no,no,yes,no,no,no
4419-UJMUS,fiber optic,no,no,no,yes,yes,yes
7794-JASDG,dsl,yes,no,no,no,no,no
7609-YBPXG,dsl,yes,no,yes,yes,yes,yes
7856-GANIL,fiber optic,no,yes,yes,yes,yes,no
0804-XBFBV,dsl,no,no,no,no,no,no
2676-OXPPQ,dsl,yes,yes,no,no,no,no
3703-TTEPD,dsl,yes,no,yes,no,yes,no
0196-VULGZ,fiber optic,no,no,no,no,no,yes
8837-VVWLQ,fiber optic,yes,no,no,no,yes,no
2696-NARTR,fiber optic,no,no,no,yes,no,no
7614-QVWQL,dsl,no,yes,no,no,yes,yes
1976-CFOCS,dsl,no,no,no,no,no,no
4631-OACRM,fiber optic,no,no,no,no,no,yes
7139-JZFVG,dsl,yes,yes,yes,no,no,no
4987-GQWPO,dsl,no,no,no,no,no,no
3755-JBMNH,fiber optic,no,no,no,no,no,no
6345-ULYRW,fiber optic,no,yes,no,no,no,yes
4776-XSKYQ,dsl,no,no,no,yes,no,no
5753-QQWPW,dsl,yes,yes,no,yes,no,no
1809-DMJHQ,dsl,no,no,no,no,no,no
6693-FRIRW,fiber optic,no,yes,yes,no,yes,yes
6586-MYGKD,dsl,yes,no,no,yes,yes,yes
3173-NVMPX,dsl,no,yes,no,no,no,no
0248-PGHBZ,fiber optic,yes,yes,no,yes,yes,no
0623-GDISB,dsl,yes,no,no,no,no,no
6923-EFPNL,dsl,no,no,no,no,no,no
7472-EQOAV,fiber optic,yes,yes,yes,no,no,no
9574-RKJIF,fiber optic,yes,yes,no,no,yes,no
2043-WVTQJ,dsl,yes,no,yes,no,no,no
8034-RYTVV,fiber optic,yes,no,yes,no,no,no
3863-QSTYI,dsl,no,no,yes,yes,yes,no
2619-WFQWU,fiber optic,no,no,no,no,no,no
5044-LRQAQ,fiber optic,no,no,no,no,no,no
1716-LSAMB,dsl,yes,no,no,yes,no,no
5985-BEHZK,fiber optic,no,yes,yes,no,yes,yes
9127-QRZMH,dsl,yes,yes,no,yes,no,no
9644-KVCNC,fiber optic,no,no,yes,no,yes,no
2137-DQMEV,dsl,yes,yes,no,no,yes,no
9279-CJEOJ,fiber optic,no,no,no,no,yes,yes
7964-VEXDG,fiber optic,yes,no,no,no,no,no
2404-JIBFC,dsl,yes,no,yes,yes,yes,yes
0778-NELLA,dsl,no,no,no,no,yes,no
8029-XYPWT,fiber optic,yes,yes,yes,yes,yes,yes
4614-NUVZD,fiber optic,no,no,no,no,no,yes
6804-GDMOI,fiber optic,no,no,yes,yes,yes,yes
2990-OGYTD,dsl,no,yes,yes,yes,yes,yes
6646-JPPHA,fiber optic,yes,yes,no,no,no,no
9572-MTILT,fiber optic,yes,yes,yes,yes,yes,no
7658-UYUQS,fiber optic,no,no,yes,no,yes,no
7880-XSOJX,dsl,yes,yes,no,yes,no,no
9611-CTWIH,fiber optic,no,no,no,no,yes,yes
0329-GTIAJ,fiber optic,no,yes,no,yes,yes,yes
6629-CZTTH,dsl,no,no,no,no,no,yes
5364-EVNIB,fiber optic,no,yes,yes,no,no,no
6918-UMQCG,fiber optic,no,no,no,no,yes,no
0675-NCDYU,fiber optic,yes,yes,yes,yes,yes,yes
6339-DKLMK,dsl,no,yes,no,no,no,no
1346-PJWTK,fiber optic,no,yes,yes,yes,no,yes
8023-QHAIO,fiber optic,no,no,no,yes,no,no
3057-VJJQE,dsl,yes,no,no,no,no,no
5087-SUURX,dsl,no,no,yes,no,yes,no
2302-OUZXB,dsl,no,yes,yes,no,yes,yes
8133-ANHHJ,fiber optic,yes,yes,yes,yes,no,yes
2270-CHBFN,fiber optic,yes,yes,yes,yes,no,no
0013-EXCHZ,fiber optic,no,no,no,yes,yes,no
5982-FPVQN,fiber optic,no,yes,yes,no,no,yes
9107-UKCKY,dsl,no,yes,yes,no,yes,yes
4654-ULTTN,dsl,yes,no,yes,yes,no,yes
5550-VFRLC,fiber optic,no,no,no,no,no,no
1492-KGETH,dsl,yes,yes,yes,yes,no,yes
4929-BSTRX,dsl,no,no,no,no,yes,no
2225-ZRGSG,fiber optic,yes,yes,yes,yes,no,no
5271-YNWVR,fiber optic,yes,yes,yes,yes,yes,yes
2657-ALMWY,fiber optic,no,yes,no,no,no,yes
6330-JKLPC,fiber optic,no,yes,no,no,no,no
1707-HABPF,fiber optic,no,yes,yes,no,yes,no
1660-HSOOQ,dsl,no,no,yes,no,no,no
7253-UVNDW,dsl,no,no,yes,yes,no,no
7228-OMTPN,fiber optic,no,no,no,no,yes,yes
4508-OEBEY,dsl,yes,yes,yes,yes,no,yes
0027-KWYKW,fiber optic,no,no,no,no,yes,no
6284-AHOOQ,fiber optic,no,no,no,yes,yes,no
2344-JMOGN,fiber optic,no,yes,yes,yes,yes,no
3799-ISUZQ,fiber optic,no,no,no,no,no,no
2877-VDUER,dsl,no,no,no,yes,yes,no
9152-AMKAK,dsl,yes,no,yes,yes,yes,yes
1794-HBQTJ,dsl,yes,no,no,no,no,no
9432-VOFYX,fiber optic,no,no,no,no,no,no
8049-WJCLQ,dsl,no,no,yes,no,yes,no
6586-PSJOX,dsl,no,no,yes,yes,no,no
2460-FPSYH,dsl,yes,yes,no,no,yes,yes
9705-ZJBCG,dsl,yes,no,no,yes,no,no
4818-DRBQT,fiber optic,no,yes,no,no,no,no
1320-HTRDR,fiber optic,no,no,no,no,no,no
6847-KJLTS,fiber optic,no,no,no,yes,yes,yes
9670-BPNXF,dsl,yes,yes,no,yes,no,no
3913-FCUUW,dsl,yes,yes,yes,yes,no,no
3301-VKTGC,fiber optic,yes,yes,no,no,no,no
9555-SAHUZ,dsl,yes,yes,no,no,no,no
4619-EVPHY,fiber optic,no,no,no,no,yes,yes
5286-YHCVC,fiber optic,no,yes,yes,no,yes,yes
6424-ELEYH,fiber optic,no,no,no,no,no,no
4391-RESHN,fiber optic,no,no,yes,yes,yes,yes
9115-YQHGA,dsl,no,no,no,yes,no,no
4462-CYWMH,fiber optic,no,yes,no,no,no,yes
2458-EOMRE,dsl,yes,no,yes,no,no,yes
9334-GWGOW,fiber optic,no,no,no,no,no,no
6821-BUXUX,fiber optic,yes,yes,no,no,yes,no
9801-GDWGV,fiber optic,no,yes,yes,no,yes,yes
6542-LWGXJ,dsl,no,no,no,no,no,no
2087-QAREY,dsl,no,yes,yes,no,no,no
0601-WZHJF,dsl,no,no,no,no,yes,yes
4423-JWZJN,fiber optic,no,no,yes,no,no,yes
5393-RXQSZ,fiber optic,no,no,no,no,no,yes
0231-LXVAP,fiber optic,no,no,no,yes,no,no
9444-JTXHZ,fiber optic,no,no,yes,no,no,no
4942-VZZOM,dsl,yes,no,no,no,yes,no
7502-BNYGS,dsl,no,yes,no,no,yes,yes
4291-HYEBC,dsl,no,yes,no,no,no,yes
6047-SUHPR,dsl,yes,yes,yes,no,no,no
4471-KXAUH,fiber optic,no,no,yes,yes,no,no
9752-ZNQUT,dsl,no,yes,no,no,no,no
7638-QVMVY,fiber optic,no,no,no,no,yes,no
1576-PFZIW,fiber optic,yes,yes,yes,no,yes,yes
7312-XSBAT,dsl,yes,no,no,no,no,no
3096-GKWEB,fiber optic,no,no,no,no,yes,yes
2371-JQHZZ,fiber optic,no,no,no,no,yes,yes
0674-GCDXG,dsl,yes,no,yes,yes,no,yes
1121-QSIVB,dsl,no,yes,no,no,yes,yes
3244-DCJWY,fiber optic,no,no,no,no,no,no
2824-MYYBN,fiber optic,no,no,no,no,yes,yes
0875-CABNR,fiber optic,no,no,yes,no,no,yes
6345-HOVES,dsl,no,no,no,no,no,no
8318-LCNBW,dsl,yes,no,yes,no,yes,yes
0147-ESWWR,fiber optic,no,no,no,yes,yes,yes
1217-VASWC,fiber optic,no,yes,yes,no,yes,yes
5915-DGNVC,dsl,yes,yes,yes,no,no,yes
3566-CAAYU,dsl,no,yes,yes,yes,no,yes
4983-CCWMC,fiber optic,no,no,no,no,no,no
2896-TBNBE,fiber optic,no,yes,yes,no,no,no
4797-AXPXK,dsl,yes,yes,no,yes,no,no
5229-PRWKT,fiber optic,no,no,no,no,no,yes
2522-WLNSF,dsl,no,no,yes,yes,yes,no
3841-CONLJ,dsl,no,no,no,no,no,yes
5057-LCOUI,dsl,no,no,yes,no,yes,yes
0193-ESZXP,fiber optic,yes,yes,no,yes,yes,yes
4369-HTUIF,fiber optic,yes,no,no,no,yes,no
9386-LDCZR,fiber optic,yes,yes,yes,yes,no,no
5399-ZIMKF,fiber optic,no,yes,no,no,no,no
0336-KXKFK,dsl,yes,no,yes,yes,yes,yes
3948-FVVRP,dsl,no,yes,no,yes,no,no
5327-XOKKY,dsl,no,no,yes,no,yes,yes
0983-TATYJ,dsl,no,no,no,yes,no,no
1813-JYWTO,fiber optic,yes,no,no,no,no,no
0156-FVPTA,dsl,yes,no,no,yes,no,no
1984-FCOWB,fiber optic,no,yes,yes,yes,yes,yes
0654-HMSHN,fiber optic,no,yes,yes,no,yes,yes
6719-OXYBR,fiber optic,no,no,yes,no,yes,no
3312-ZWLGF,fiber optic,no,no,no,yes,no,no
6476-YHMGA,dsl,no,yes,yes,yes,yes,yes
5287-QWLKY,fiber optic,yes,yes,no,no,yes,yes
0168-XZKBB,fiber optic,no,no,no,no,yes,no
5196-SGOAK,fiber optic,no,yes,no,no,no,no
4537-DKTAL,dsl,no,no,no,no,no,no
7072-MBHEV,fiber optic,no,no,yes,no,no,no
6297-NOOPG,fiber optic,no,yes,yes,yes,yes,yes
1891-UAWWU,fiber optic,no,no,yes,no,yes,no
8050-DVOJX,dsl,yes,yes,yes,yes,no,yes
6108-OQZDQ,fiber optic,no,yes,no,no,yes,yes
0363-QJVFX,fiber optic,yes,yes,no,yes,yes,yes
8903-XEBGX,dsl,no,no,no,no,no,yes
8169-SAEJD,dsl,yes,yes,no,no,yes,yes
9840-DVNDC,fiber optic,no,no,no,no,yes,no
2325-WINES,fiber optic,no,yes,yes,no,yes,yes
6064-ZATLR,dsl,yes,yes,no,no,no,no
3096-JRDSO,fiber optic,yes,no,no,yes,yes,yes
7824-PANSQ,fiber optic,no,no,no,yes,no,no
8042-JVNFH,fiber optic,no,no,no,no,no,no
8707-HOEDG,fiber optic,no,yes,yes,yes,yes,yes
3374-LXDEV,fiber optic,no,yes,yes,yes,no,no
4072-IPYLT,dsl,yes,no,no,no,no,no
1580-BMCMR,fiber optic,yes,no,no,no,no,yes
6408-WHTEF,dsl,yes,yes,yes,yes,yes,yes
7989-VCQOH,dsl,yes,no,yes,yes,yes,yes
4199-QHJNM,fiber optic,no,yes,no,yes,yes,yes
8882-TLVRW,dsl,yes,no,yes,yes,no,no
5883-GTGVD,fiber optic,no,yes,no,no,yes,yes
5135-GRQJV,fiber optic,yes,yes,yes,yes,yes,yes
1371-WEPDS,dsl,no,no,no,no,no,yes
4817-QRJSX,fiber optic,no,yes,no,no,no,no
9730-DRTMJ,dsl,yes,no,no,yes,yes,no
4686-UXDML,fiber optic,no,yes,no,no,yes,yes
3349-ANQNH,fiber optic,no,no,yes,no,yes,yes
2398-YPMUR,fiber optic,no,no,no,no,no,no
5937-EORGB,fiber optic,yes,no,yes,no,yes,no
9985-MWVIX,fiber optic,no,no,no,no,no,no
4583-PARNH,fiber optic,no,no,yes,yes,no,yes
1116-FRYVH,dsl,yes,yes,no,yes,no,no
1421-HCERK,fiber optic,yes,yes,yes,yes,yes,no
9633-XQABV,fiber optic,no,no,no,no,no,no
0716-BQNDX,fiber optic,yes,no,no,yes,no,yes
1265-XTECC,fiber optic,yes,yes,no,no,no,yes
1183-CANVH,dsl,no,no,no,yes,yes,no
1972-XMUWV,dsl,no,no,no,yes,yes,no
8679-LZBMD,fiber optic,no,no,no,no,yes,yes
3407-JMJQQ,fiber optic,yes,yes,yes,no,yes,yes
6252-DFGTK,dsl,yes,no,yes,yes,no,no
8645-KOMJQ,dsl,no,yes,yes,yes,yes,yes
0289-IVARM,dsl,yes,yes,yes,no,no,no
9761-XUJWD,dsl,no,yes,no,yes,no,yes
4057-FKCZK,fiber optic,no,no,no,no,yes,no
4291-TPNFG,dsl,yes,yes,yes,yes,no,yes
6087-YPWHO,dsl,yes,yes,yes,yes,no,no
2237-ZFSMY,fiber optic,yes,no,yes,yes,yes,no
1818-ESQMW,fiber optic,no,no,yes,yes,no,yes
4871-JTKJF,fiber optic,no,no,no,no,no,no
1415-YFWLT,fiber optic,no,no,no,no,yes,yes
7401-RUBNK,fiber optic,yes,no,no,no,no,no
8661-BOYNW,dsl,yes,no,yes,yes,yes,yes
6711-VTNRE,fiber optic,no,no,yes,yes,no,yes
4815-GBTCD,dsl,no,no,no,no,no,no
0980-PVMRC,dsl,no,yes,no,no,yes,yes
7233-DRTRF,fiber optic,no,yes,yes,no,yes,yes
3500-RMZLT,fiber optic,yes,no,yes,yes,no,yes
3873-NFTGI,dsl,no,yes,no,no,no,no
1162-ECVII,fiber optic,no,yes,yes,yes,yes,yes
7048-GXDAY,fiber optic,yes,yes,no,no,yes,yes
8571-ZCMCX,dsl,yes,yes,yes,no,yes,yes
1169-WCVAK,fiber optic,yes,yes,no,yes,no,no
4548-SDBKE,fiber optic,no,no,no,no,yes,no
8066-POXGX,dsl,no,no,no,no,no,yes
7129-CAKJW,fiber optic,no,no,yes,no,no,no
8695-ARGXZ,fiber optic,no,no,no,no,no,no
3570-YUEKJ,dsl,no,yes,no,no,no,no
4143-OOBWZ,fiber optic,no,yes,no,no,no,no
1697-NVVGY,dsl,yes,no,yes,no,yes,no
2419-FSORS,fiber optic,no,yes,yes,yes,yes,yes
8132-YPVBX,fiber optic,no,yes,no,no,no,yes
9102-IAYHT,fiber optic,no,no,no,no,no,yes
6754-LZUKA,dsl,no,yes,yes,no,yes,yes
3422-LYEPQ,fiber optic,no,no,no,no,no,no
8099-MZPUJ,fiber optic,yes,yes,yes,yes,yes,yes
2642-DTVCO,fiber optic,no,no,no,no,no,yes
0374-IOEGQ,dsl,no,no,no,no,no,no
4361-JEIVL,dsl,no,no,no,no,no,no
3197-NNYNB,fiber optic,no,yes,yes,no,yes,yes
3396-DKDEL,fiber optic,yes,yes,yes,yes,yes,yes
1752-OZXFY,dsl,yes,no,no,no,yes,no
9112-WSNPU,fiber optic,no,no,no,no,no,no
5321-NTRKC,dsl,no,yes,yes,no,yes,yes
1363-TXLSL,fiber optic,no,no,no,no,no,no
9507-EXLTT,fiber optic,no,no,no,no,yes,no
3161-GETRM,fiber optic,no,no,yes,no,no,yes
6933-VLYFX,dsl,yes,no,yes,yes,yes,yes
9846-GKXAS,fiber optic,no,no,no,no,yes,yes
6017-PPLPX,fiber optic,no,no,no,no,no,no
4976-LNFVV,dsl,no,yes,yes,no,no,no
5055-MGMGF,fiber optic,yes,no,yes,no,yes,yes
2969-QWUBZ,dsl,no,yes,no,no,yes,yes
9822-BIIGN,dsl,yes,no,no,yes,no,yes
2077-MPJQO,fiber optic,no,no,no,no,no,no
1534-OULXE,dsl,yes,no,no,no,no,no
7136-RVDTZ,dsl,no,no,no,no,yes,yes
2971-SGAFL,dsl,yes,no,yes,no,yes,yes
1480-IVEVR,fiber optic,no,no,yes,no,no,no
2905-KFQUV,fiber optic,no,no,no,no,no,no
4581-SSPWD,fiber optic,no,no,no,no,no,no
3370-HXOPH,fiber optic,no,no,no,no,no,no
9391-YZEJW,fiber optic,no,no,no,no,yes,yes
9958-MEKUC,fiber optic,yes,yes,yes,yes,no,yes
6927-WTFIV,fiber optic,no,no,no,no,no,no
4118-CEVPF,fiber optic,yes,yes,yes,yes,yes,yes
3398-ZOUAA,fiber optic,no,no,no,no,no,no
9114-VEPUF,fiber optic,yes,yes,no,no,no,yes
7876-BEUTG,dsl,no,no,no,no,no,no
2338-BQEZT,dsl,yes,no,no,no,no,no
9873-MNDKV,dsl,no,no,no,no,no,no
0378-NHQXU,fiber optic,no,no,yes,no,yes,no
2194-IIQOF,dsl,yes,yes,yes,yes,yes,yes
4512-ZUIYL,fiber optic,no,no,no,no,no,no
9584-EXCDZ,fiber optic,no,no,no,no,no,no
7969-AULMZ,fiber optic,no,no,no,no,yes,yes
9214-EKVXR,dsl,no,no,no,no,no,no
3410-MHHUM,fiber optic,no,yes,yes,no,no,yes
0733-VUNUW,dsl,yes,no,no,no,no,no
4550-EVXNY,fiber optic,no,no,no,no,no,no
2122-YWVYA,fiber optic,yes,no,no,no,no,no
2968-SSGAA,fiber optic,no,no,yes,no,yes,yes
2296-DKZFP,dsl,yes,yes,yes,no,no,yes
4844-JJWUY,fiber optic,no,yes,no,no,no,yes
6777-TGHTM,fiber optic,yes,no,yes,no,yes,yes
6603-YRDCJ,dsl,yes,yes,no,yes,no,no
